课程名字,课程链接
【星越教育】Python小白全栈系统学习班,https://ke.qq.com/course/4122414
Tkinter彩票选号,https://ke.qq.com/course/4122384
Python-预习课程,https://ke.qq.com/course/4093540
Tkinter学生管理系统,https://ke.qq.com/course/4122274
Python实战训练营，0基础兼职-高薪就业实战课【马士兵教育】,https://ke.qq.com/course/4032649
Python核心编程之【log日志】,https://ke.qq.com/course/4122084
Python零基础入门必看动画课【全集】,https://ke.qq.com/course/4032032
Python核心编程之【装饰器】,https://ke.qq.com/course/4122029
Python 入门到实战 Excel办公自动化,https://ke.qq.com/course/4000701
【软帝】Python爬虫开发/数据采集/scrapy/反爬技术,https://ke.qq.com/course/3941204
Python使用Flask开发Web服务,https://ke.qq.com/course/4000664
【软帝】Python网站开发/Django/Flask/数据库/前端,https://ke.qq.com/course/3941174
Python开发简单爬虫,https://ke.qq.com/course/4000635
【软帝】Python从入门到精通/项目实战/游戏开发/核心编程,https://ke.qq.com/course/3941143
零基础入门学Python,https://ke.qq.com/course/4000631
Python零基础高薪就业特训营【六星教育】,https://ke.qq.com/course/3855266
Python核心编程—预科班,https://ke.qq.com/course/3854898
Python核心编程,https://ke.qq.com/course/3737828
Python数据分析高薪就业班,https://ke.qq.com/course/3852988
Python数据挖掘分析师【马士兵VIP课堂】,https://ke.qq.com/course/3737042
【Python3入门到精通】【送价值500元资料】核心语法基础视频教程,https://ke.qq.com/course/3736707
Python零基础预习,https://ke.qq.com/course/3707556
Python PyAutoGUI UI自动化,https://ke.qq.com/course/3678095
Python-全栈高薪班,https://ke.qq.com/course/3648206
Python办公自动化 Web自动化快速入门 网站开发基础+实战视频教程,https://ke.qq.com/course/3617995
前后台分离项目部署实战,https://ke.qq.com/course/3617910
Python办公自动化 Python爬虫自动化 基础+实战 编程视频教程,https://ke.qq.com/course/3617493
Django从入门到精通-环境搭建-网站开发-GIT,https://ke.qq.com/course/3616060
Python虚拟环境搭建,https://ke.qq.com/course/3615906
Python技能提升班,https://ke.qq.com/course/3615236
FastAPI+SQLAlchemy+Alembic后台开发,https://ke.qq.com/course/3615855
Python名师精讲训练营【图灵课堂】,https://ke.qq.com/course/3612906
FFmpeg4.3系列之18：ZLMediaKit流媒体直播,https://ke.qq.com/course/3582816
2022全新Python开发之机器学习课程,https://ke.qq.com/course/3549032
Python爬虫小白入门（答疑篇）,https://ke.qq.com/course/3547666
2022全新Python开发之数据分析课程,https://ke.qq.com/course/3549031
后台开发-Python/PHP/C/C++/Golang/C#-大厂后台开发个人能力解析,https://ke.qq.com/course/3517879
2022核心编程基础,https://ke.qq.com/course/3549029
Python爬虫高级开发从入门到精通+实战案例全景分析,https://ke.qq.com/course/3488810
2022全新Python开发之爬虫开发课程,https://ke.qq.com/course/3549025
AIOT人工智能+物联网工程师【马士兵教育VIP课堂】,https://ke.qq.com/course/3488801
PyQt 爬虫 带界面 GUI 项目 抖音下载神器（带源码、课件）,https://ke.qq.com/course/3488478
Python零基础新手小白入门到项目实战【六星教育】,https://ke.qq.com/course/3485518
Python-爬虫开发,https://ke.qq.com/course/3485373
python办公自动化视频教程excel自动化办公编程自学网课,https://ke.qq.com/course/3452064
Python-核心课程,https://ke.qq.com/course/3455669
Python-零基础课程,https://ke.qq.com/course/3455653
Python人工智能之蔬菜识别,https://ke.qq.com/course/3451434
系统课程报名预订,https://ke.qq.com/course/3451019
python零基础全栈开发 / 爬虫开发 / 数据分析 / AI人工智能,https://ke.qq.com/course/3450407
"Python办公自动化 PPT,Pandas和Matplotlib实战视频 实战视频教程",https://ke.qq.com/course/3449821
Python网络爬虫实战课程,https://ke.qq.com/course/3438269
Python办公自动化 Email 电子邮件操作管理 实战视频教程,https://ke.qq.com/course/3449787
Python爬虫课程,https://ke.qq.com/course/3420653
10行Python代码打造人工智能聊天机器人,https://ke.qq.com/course/3420224
Python核心编程,https://ke.qq.com/course/3418860
一行Python代码解锁万种玩法,https://ke.qq.com/course/3420222
Python全栈安全开发特训班（Python/网络编程/自动化/扫描器）,https://ke.qq.com/course/3413806
零基础学Python/入门/爬虫/人工智能/数据分析/机器学习/自动化,https://ke.qq.com/course/3381070
老男孩Python全栈开发+人工智能 32期Ⅳ--魔方项目篇,https://ke.qq.com/course/3352476
Python办公自动化 Word Pdf 基础+进阶 2021项目实战视频教程,https://ke.qq.com/course/3323649
MrWu手把手学亲授Python,https://ke.qq.com/course/3293997
Python办公自动化 Excel Mysql 基础+进阶 2021项目实战视频教程,https://ke.qq.com/course/3294207
跟着王进老师学Python之Django篇第六季：Web开发项目实战,https://ke.qq.com/course/3292165
Python通识课,https://ke.qq.com/course/3291926
Python 69个内置函数,https://ke.qq.com/course/3291918
Python爬虫——Scrapy框架专题,https://ke.qq.com/course/3291836
python办公自动化系列 快速入门 2021 项目实战视频教程,https://ke.qq.com/course/3204133
2021新课- Django网站开发入门教程（python3.8和pycharm2020）,https://ke.qq.com/course/3202625
初学Python第一步：部署开发环境,https://ke.qq.com/course/3168936
2021新课-python操作mysql数据库入门（基于3.8和pycharm2020）,https://ke.qq.com/course/3202383
【马士兵教育】Python计算机二级考试,https://ke.qq.com/course/3135210
Python Tkinter 绘图项目,https://ke.qq.com/course/3134925
3小时入门Python,https://ke.qq.com/course/3131951
Python零基础预习,https://ke.qq.com/course/3103406
做架构必知的人工智能【马士兵教育】,https://ke.qq.com/course/3103160
老男孩Python全栈开发+人工智能 32期Ⅰ--语言基础篇,https://ke.qq.com/course/3102554
Python Tkinter 数字时钟项目,https://ke.qq.com/course/3101887
Django Web开发系列课程：MySQL数据库初体验,https://ke.qq.com/course/3100682
Python爬虫——反反爬专题,https://ke.qq.com/course/3097149
Django Web开发系列课程：升级Web项目及应用,https://ke.qq.com/course/3100673
nlp前言技术bart模型翻译任务代码讲解,https://ke.qq.com/course/3065785
python机器学习-乳腺癌细胞挖掘,https://ke.qq.com/course/3064292
【马士兵教育】Python常见问题100问,https://ke.qq.com/course/3063987
python信用评分卡建模（附代码）,https://ke.qq.com/course/3063615
Python字面值,https://ke.qq.com/course/3029888
Python实战二（批量爬取简历模板）,https://ke.qq.com/course/2993506
Python零基础机器学习,https://ke.qq.com/course/2963036
Django商业实战项目/助你圆梦高薪/真实案例更快适应工作岗位,https://ke.qq.com/course/2929943
Python办公自动化零基础进阶班,https://ke.qq.com/course/2900372
Python Django框架,https://ke.qq.com/course/2929935
安为霞带你学python(四)——函数,https://ke.qq.com/course/2898748
Python爬虫高级开发/大数据抓取/从入门到精通/商业项目实战,https://ke.qq.com/course/2929932
【马士兵教育】从零基础开始学Python大数据，小白到大神进阶之路,https://ke.qq.com/course/2870243
Python零基础入门,https://ke.qq.com/course/2929921
Python从小白到大牛：第一篇【Python】基础,https://ke.qq.com/course/2838923
Python实战一（爬虫+多线程+数据库）,https://ke.qq.com/course/2836420
Python小白萌新入门到精通一图胜千言【马士兵教育】,https://ke.qq.com/course/2836128
【老夏学院】Python全栈系列课程（5）之Python网络编程,https://ke.qq.com/course/2806024
安为霞带你学python(三)——组合数据类型,https://ke.qq.com/course/2803685
【老夏学院】Python全栈系列课程（4）之Python数据库编程基础,https://ke.qq.com/course/2803359
安为霞带你学python（一）——编程前的基础必备,https://ke.qq.com/course/2803678
【老夏学院】Python全栈系列课程（3）之Python数据交换格式,https://ke.qq.com/course/2803355
安为霞带你学python（二）——程序控制结构,https://ke.qq.com/course/2803545
老男孩Python全站开发+AI人工智能 21期Ⅱ(语言并发篇),https://ke.qq.com/course/2770363
Python基础_网络编程_01_网络协议+Socket编程,https://ke.qq.com/course/2768781
老男孩Python全站开发+AI人工智能 21期Ⅰ(语言基础篇),https://ke.qq.com/course/2769170
python金融量化分析-科学计算基础包-numpy,https://ke.qq.com/course/2768205
Python小白零基础入门课,https://ke.qq.com/course/2707925
mysql条件约束,https://ke.qq.com/course/2739625
Pandas数据分析最佳实践,https://ke.qq.com/course/2706459
学习Flask_01_初识Flask,https://ke.qq.com/course/2739342
Python办公自动化【马士兵教育】,https://ke.qq.com/course/2684924
清华计算机博士带你学习Python算法基础,https://ke.qq.com/course/2738406
Python爬虫Http协议详解,https://ke.qq.com/course/2676738
从零开始教你用python搭建微信小程序,https://ke.qq.com/course/2676298
Python小程序开发实战_09_celery讲解+实战,https://ke.qq.com/course/2647913
Python小程序开发实战__04_用户登录及信息存储,https://ke.qq.com/course/2647892
Python小程序开发实战_03_介入后台drf,https://ke.qq.com/course/2647881
Python小程序开发实战02_小程序基本操作,https://ke.qq.com/course/2647879
跟着软信学院学UML时序图用例图活动图类图,https://ke.qq.com/course/2588103
Python小程序开发实战_01_初识小程序,https://ke.qq.com/course/2647873
跟着软信学院学写软件需求说明书|软件需求规格说明书,https://ke.qq.com/course/2587782
Python搞定saas项目_03_登录注册,https://ke.qq.com/course/2645550
Python3基础实战编程一日通之编程入门与基础语法篇,https://ke.qq.com/course/2556574
python搞定saas项目_02_前期准备工作,https://ke.qq.com/course/2645538
Python编程从入门到实践,https://ke.qq.com/course/2556454
Python搞定saas项目_01_开篇,https://ke.qq.com/course/2645526
Python Web全栈-后端开发,https://ke.qq.com/course/2555555
【四二学堂】Python游戏基础-Python常用的内建函数,https://ke.qq.com/course/2554706
Python数据分析：用数据破解日常业务难题，数据从业者必备课程,https://ke.qq.com/course/2379905
【四二学堂】Python系列游戏-四子连珠,https://ke.qq.com/course/2409711
Python全系列大师课-0基础挑战高薪,https://ke.qq.com/course/2379892
【四二学堂】Python游戏基础-用tkinter画高级图形,https://ke.qq.com/course/2380911
Python爬虫：抓数据、存数据、懂反爬、学框架、会部署重实战,https://ke.qq.com/course/2379880
【四二学堂】采集web数据Python实现,https://ke.qq.com/course/2350774
Python小白萌新入门到精通一图胜千言【马士兵教育】,https://ke.qq.com/course/2379852
Python零基础到高级工程师系统学习班,https://ke.qq.com/course/2233399
【四二学堂】Hadoop基础-单机部署,https://ke.qq.com/course/2204218
Python全栈自动化训练营——Python实战课,https://ke.qq.com/course/2086895
【四二学堂】Python入门-系列游戏开发-太空阻击,https://ke.qq.com/course/2202849
手把手教你学Python（进阶篇）,https://ke.qq.com/course/2026380
【四二学堂】Python游戏开发系列-贪吃蛇游戏,https://ke.qq.com/course/1648426
【四二学堂】Python游戏开发系列-弹球游戏,https://ke.qq.com/course/1648262
Python全栈精品课之组合数据类型（二）,https://ke.qq.com/course/1582105
【四二学堂】Python系列游戏开发-井字棋,https://ke.qq.com/course/1647686
Python全栈精品课之组合数据类型（一）,https://ke.qq.com/course/1582094
【四二学堂】Python系列游戏开发-五子棋,https://ke.qq.com/course/1647469
ArcGIS Python中级进阶教程,https://ke.qq.com/course/1406639
3D图示Python标准自学教程基础篇(1)_高级变量类型与函数基础,https://ke.qq.com/course/1294060
Python 入门知识【51Reboot】,https://ke.qq.com/course/1185889
Python+Vue+Django前后端分离项目实战课程,https://ke.qq.com/course/1044698
MySQL从入门到实战,https://ke.qq.com/course/482308
Python网络爬虫与文本数据分析,https://ke.qq.com/course/482241
Python Web开发动手练习项目V3.0 学生管理系统,https://ke.qq.com/course/482183
Python3从入门到核心编程系列课程,https://ke.qq.com/course/474287
Python编程环境搭建和Pycharm开发工具使用,https://ke.qq.com/course/471289
Python人工智能,https://ke.qq.com/course/471077
Python编程基础语法快速入门,https://ke.qq.com/course/470718
Python Web开发动手练习项目V2.0 学生管理系统,https://ke.qq.com/course/468601
Python高薪VIP爬虫体验班【六星教育】,https://ke.qq.com/course/468301
Python Web开发动手练习项目V1.0 学生管理系统,https://ke.qq.com/course/465403
灵犀教育Python+AI VIP体验课,https://ke.qq.com/course/458852
Python教程-零基础快速入门知识,https://ke.qq.com/course/443615
Python在岗培训课程,https://ke.qq.com/course/438751
Python数据分析与爬虫【大讲台】,https://ke.qq.com/course/436201
Python后台报表综合案例教程,https://ke.qq.com/course/434596
Python零基础到大数据实战案例教程,https://ke.qq.com/course/433369
Hadoop零基础从入门到精通,https://ke.qq.com/course/432890
Python基础编程实战VIP班【python/基础/二级考试/教程】,https://ke.qq.com/course/432836
Python爬虫从入门到精通|全套课程,https://ke.qq.com/course/432604
Python算法实战,https://ke.qq.com/course/432583
Django-CRM系统,https://ke.qq.com/course/432394
Python从基础入门到开发实战必学,https://ke.qq.com/course/431193
Python3零基础完全入门,https://ke.qq.com/course/430152
Python数据分析学习实战,https://ke.qq.com/course/431032
Q1数字货币Python量化,https://ke.qq.com/course/429625
Python零基础快速就业基础班/网络爬虫/人工智能/商业项目,https://ke.qq.com/course/427712
PYTHON-mysql数据库（三）,https://ke.qq.com/course/426271
Flask项目实战,https://ke.qq.com/course/425508
PYTHON并发编程（一）,https://ke.qq.com/course/425680
Django URL框架班项目实战,https://ke.qq.com/course/425342
基础+模块+面向对象+网络编程 九,https://ke.qq.com/course/425654
Python核心编程,https://ke.qq.com/course/425135
基础+模块+面向对象+网络编程（一）,https://ke.qq.com/course/425404
AI 人工智能工程师【马士兵教育】,https://ke.qq.com/course/423416
Python+AI实战班（人工智能/爬虫/数据分析/机器学习/深度学习）,https://ke.qq.com/course/423318
Python爬虫实战,https://ke.qq.com/course/423281
Python核心编程,https://ke.qq.com/course/418392
Python爬虫实战体验课,https://ke.qq.com/course/422248
【入门】从入门到实践搞定Python语法的学习，制作自己的聊天工具,https://ke.qq.com/course/417752
Python爬虫基础入门到进阶实战,https://ke.qq.com/course/417685
"【新手】新手从入门到实践一步搞定,快速上手python web开发工作",https://ke.qq.com/course/417142
Python爬虫课程,https://ke.qq.com/course/414446
【资深】2个月掌握django精髓，玩转python web开发,https://ke.qq.com/course/414917
Python行业发展介绍及案例展示,https://ke.qq.com/course/412566
"【资深】2个月掌握urllib,requests等技术精髓,爬取想要的东西",https://ke.qq.com/course/414913
【精品课】12天掌握Python开发,https://ke.qq.com/course/412263
Python从入门到精通：零基础快速入门课程,https://ke.qq.com/course/410893
撩课-Python-爬虫系列-网络实战,https://ke.qq.com/course/409567
